      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2001.2466       -2.418       -2.204        4.676        2.841        2.009        7.907
 2001.2493       -0.617       -1.132       -3.038        2.811        2.012        7.966
 2001.2521        1.629       -1.886       -6.850        2.878        2.058        8.025
 2001.2548       -0.993       -1.336       -5.397        2.818        2.004        7.972
 2001.2575       -1.626       -2.091       -0.182        2.877        2.040        8.179
 2001.2603       -1.570       -1.052        4.175        2.809        2.002        7.927
 2001.2630       -1.060       -1.475        4.751        2.833        2.011        8.043
 2001.2658        0.022       -0.782       -4.930        2.844        2.025        8.104
 2001.2685       -0.638       -0.586        1.068        2.830        2.006        7.967
 2001.2712        1.904        1.275       -0.598        2.823        2.008        7.921
 2001.2740       -1.285       -1.100        0.870        2.918        2.064        8.175
 2001.2767       -0.785       -1.092       -0.565        2.867        2.044        8.100
 2001.2795       -2.411       -1.196       -2.610        2.819        2.008        7.914
 2001.2822       -1.381       -2.675       -5.622        2.855        2.064        8.115
 2001.2849       -1.768        0.434       -1.995        2.878        2.069        8.200
 2001.2877        1.293        0.515       -1.126        2.908        2.095        8.310
 2001.2904       -0.636       -0.551       -0.873        2.916        2.065        8.095
 2001.2932       -0.668        1.047       -1.229        2.970        2.127        8.351
 2001.2959       -1.266       -1.642       -4.077        2.800        1.965        7.761
 2001.2986       -3.153       -3.996       -6.752        2.822        1.977        7.855
 2001.3014       -0.416       -2.751       -8.183        2.821        1.961        7.772
 2001.3041       -0.375       -2.322       -6.996        2.959        2.055        8.356
 2001.3068       -0.611       -1.583       -2.140        2.869        1.999        7.955
 2001.3096       -2.775       -1.613       -7.827        2.879        1.997        7.925
 2001.3123       -4.312       -2.744       -5.257        2.870        2.017        8.027
 2001.3151       -2.805       -1.085       -3.828        2.796        1.964        7.722
 2001.3178       -2.191       -2.382       -7.848        2.813        1.964        7.831
 2001.3205       -3.314       -5.201        6.208        2.801        1.968        7.746
 2001.3233       -3.886       -5.117        0.719        2.813        1.966        7.803
 2001.3260       -1.993       -4.917      -10.416        2.892        2.039        8.100
 2001.3288       -0.709       -4.210       -9.412        2.853        2.003        7.900
 2001.3315        0.068       -3.864       -8.750        2.805        1.965        7.798
 2001.3342        2.085       -1.723       -8.881        2.838        1.981        7.854
 2001.3370       -0.453       -3.646       -3.313        2.807        1.967        7.814
 2001.3397        0.707       -5.195       -5.277        2.790        1.959        7.684
